0.86,-47.57661554409988,-45.26432274227445,-43.31509887857142,-41.638730688437704,-40.17385936913097
0.865,-47.50333578859209,-45.20424968416708,-43.26528790472175,-41.59699591846379,-40.13855761167852
0.87,-47.434012020185534,-45.14734124990814,-43.218040654004284,-41.557362538763314,-40.10499742602963
0.875,-47.368466579730246,-45.09346459684864,-43.17325642261756,-41.519753493948855,-40.073119040514726
0.88,-47.30653615242474,-45.04249716220378,-43.130841990250616,-41.48409720311723,-40.04286683162508
0.885,-47.24807051554169,-44.99432582844945,-43.09071121047423,-41.450327301312996,-40.01418910995569
0.89,-47.1929314272342,-44.94884617452214,-43.05278438626058,-41.418382068516244,-39.98703763123095
0.895,-47.14099163915779,-44.90596180445408,-43.016987725024805,-41.38820460121242,-39.96136783054236
0.9,-47.09213401875311,-44.865583745553735,-42.983252926199036,-41.3597416335589,-39.9371377967704
0.905,-47.04625076766085,-44.82762990870899,-42.95151681763539,-41.33294410508655,-39.91430925507312
0.91,-47.00324272474717,-44.79202460405836,-42.9217210201406,-41.307766511962704,-39.89284635181975
0.915,-46.963018743736455,-44.75869810597332,-42.893811641678184,-41.28416676885527,-39.872715422993636
0.92,-46.92549513688918,-44.72758626232923,-42.86773900078255,-41.262105949360624,-39.85388675198633
0.925,-46.89059517741775,-44.69863014332549,-42.84345737701657,-41.241548408610015,-39.836330963820174
0.93,-46.85824865439458,-44.671775726215785,-42.820924786071195,-41.22246101674011,-39.82002240639251
0.935,-46.82839147478981,-44.64697361249619,-42.80010277730594,-41.20481353912339,-39.80493701576738
0.94,-46.80096530801097,-44.624178774616745,-42.78095625178143,-41.188578572928016,-39.79105287875992
0.945,-46.775917268934045,-44.60335032959709,-42.76345329905965,-41.173730423179045,-39.77834999912046
0.95,-46.75319963594208,-44.58445133721903,-42.747565051248905,-41.160247390407676,-39.76681024736965
0.955,-46.73276960094305,-44.5674486207386,-42.73326521875653,-41.14810797644011,-39.75641729212202
0.96,-46.714589048738134,-44.55231260831684,-42.72053157628723,-41.13729421252152,-39.74715652523489
0.965,-46.69862404415053,-44.539017193611855,-42.70934285870811,-41.12778991150194,-39.73901505855204
0.97,-46.684846163708535,-44.527539614203064,-42.69968136203708,-41.119580937594684,-39.731981522887104
0.975,-46.67322961610339,-44.517860346724525,-42.69153180489137,-41.11265515100851,-39.72604636618111
0.98,-46.66375346176182,-44.50996301776507,-42.68488133440731,-41.1070023586771,-39.72120130400436
0.985,-46.65640066323213,-44.50383424898084,-42.67971950142592,-41.10261427520989,-39.717439749126775
0.99,-46.6511580357411,-44.499463992874915,-42.67603822322684,-41.099484488790345,-39.714756573291254
0.995,-46.648016200453235,-44.49684472025759,-42.673831750294504,-41.09760843722498,-39.713148125227285
1.0,-46.646969546539395,-44.49597211396137,-42.67309664250489,-41.096983391190854,-39.71261221946149
